PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFG%,TS%
Chris Childs,541,25.2,6.9,2.4,5.9,40.3,0.7,2,34.4,1.4,1.7,81.6,0.4,2.1,2.4,4.9,0.9,0.1,2,46.1,51.4
Eric Snow,846,27.3,6.8,2.5,6,42.4,0.1,0.3,20.8,1.7,2.2,76.3,0.5,2,2.5,5,1.2,0.1,1.6,43,49.2
Tim Perry,481,19.6,6.8,2.7,5.6,48.5,0.2,0.6,31.8,1.2,1.8,64.8,1.5,2.5,4,0.9,0.5,0.9,1,50.1,53.1
Ben Poquette,718,22,6.8,2.8,5.7,48.3,0,0.1,22,1.3,1.7,77.9,1.5,3.7,5.2,1.2,0.5,1.1,1,48.4,53
Rasho Nesterovic,811,22.2,6.8,3.2,6.3,50.2,0,0,7.7,0.5,0.8,58.5,1.9,3.2,5.1,1,0.4,1.2,0.9,50.2,51.1
Austin Croshere,659,17.4,6.8,2.3,5.6,40.7,0.7,1.9,34,1.6,1.9,86.1,1.1,3,4,1,0.4,0.3,1,46.6,53.2
Royce O'Neale,525,26.4,6.8,2.4,5.6,42.6,1.4,3.7,38.1,0.6,0.7,77.3,0.6,4.2,4.8,2.4,0.8,0.4,1,55.2,57
Brendan Haywood,816,22.9,6.8,2.6,4.9,52.8,0,0,0,1.6,2.8,58.7,2.6,3.4,6,0.5,0.4,1.4,1,52.8,55.5
Ed Pinckney,793,19.8,6.8,2.4,4.5,53.5,0,0,0,2,2.6,76.5,1.9,3.1,5,0.9,0.8,0.5,1.1,53.5,60.2
Derek Strong,456,18.7,6.8,2.3,5.4,43,0,0.1,18,2.1,2.6,78.6,1.7,3.1,4.9,0.6,0.4,0.2,0.9,43.2,51.3
Timofey Mozgov,454,18,6.8,2.7,5.1,53.5,0,0.1,19,1.3,1.8,73.8,1.7,3.2,4.9,0.6,0.3,0.8,1.2,53.7,57.8
DeJuan Blair,424,16.6,6.8,2.9,5.6,52.4,0,0,0,0.9,1.5,60.8,1.9,3.2,5.1,0.8,0.7,0.3,1.1,52.4,54.1
Brandon Rush,481,22,6.8,2.5,5.9,42.6,1.1,2.7,40.2,0.6,0.8,70.6,0.4,2.5,2.9,1,0.5,0.5,0.8,51.8,53.4
Randy Breuer,681,18.4,6.8,2.8,6,46.7,0,0,0,1.2,1.9,62.8,1.6,2.8,4.4,0.9,0.4,1.1,1,46.7,49.7
Zaza Pachulia,"1,098",20.3,6.8,2.4,5.1,46.9,0,0,0,2,2.7,75.1,2.2,3.6,5.8,1.3,0.7,0.3,1.3,46.9,54.1
Mike Scott,555,16.5,6.7,2.6,5.7,45.3,0.9,2.5,36.2,0.7,0.9,75.7,0.7,2.4,3.1,0.9,0.3,0.1,0.6,53.1,55.2
Tyler Hansbrough,428,16.9,6.7,2.2,5,43.9,0,0.1,13.6,2.3,3.1,73.8,1.7,2.5,4.2,0.4,0.5,0.2,0.7,44,52.5
John Clemens,790,15.9,6.7,2.9,6.3,45.3,-,-,-,1,1.3,75.5,0.5,1.5,3.2,1.1,0.7,0.1,-,45.3,48.8
Phil Jackson,807,17.6,6.7,2.6,5.7,45.3,0,0,0,1.6,2.1,73.6,1.1,3.2,4.3,1.1,0.6,0.4,1,45.3,50.8
Jim Davis,597,16.8,6.7,2.5,5.5,46.1,-,-,-,1.6,2.4,67.4,1.3,2.4,5.2,1.2,0.6,0.4,-,46.1,51
Maxi Kleber,406,22.6,6.7,2.4,5.3,44.6,1.2,3.3,35.7,0.8,1,77.7,1.1,3.4,4.5,1.1,0.4,0.9,0.7,55.7,58.2
Derrick Jones Jr.,420,19.6,6.7,2.5,4.9,50.2,0.6,1.8,31.6,1.2,1.6,70.6,1.2,2.1,3.3,0.7,0.6,0.7,0.6,56,59.1
Kris Humphries,800,17.8,6.7,2.6,5.6,46.3,0.1,0.2,29.3,1.4,2,70,1.7,3.7,5.4,0.7,0.4,0.6,0.9,46.9,51.4
Larry Smith,883,25.9,6.7,2.9,5.4,53.1,0,0,0,1,1.8,53.1,3.9,5.3,9.2,1.1,0.8,0.5,1.4,53.1,54.1
Jason Kapono,509,17.8,6.7,2.6,5.9,44.2,0.9,2.1,43.4,0.5,0.6,83.5,0.3,1.3,1.7,0.8,0.4,0,0.6,51.7,53.6
Maurice Evans,562,19.4,6.7,2.5,5.7,44.2,0.8,2.1,36.3,0.8,1,78.5,1,1.5,2.5,0.7,0.5,0.2,0.5,50.8,53.7
Chuck Cooper,409,23.2,6.7,2.3,6.7,33.9,-,-,-,2.1,2.8,74.3,-,-,5.9,1.8,-,-,-,33.9,41.8
Mike Farmer,423,20.8,6.7,2.8,7,39.3,-,-,-,1.1,1.4,81.4,-,-,4.6,1.3,-,-,-,39.3,43.6
Patrick Patterson,719,20.8,6.7,2.6,5.8,44.7,0.9,2.4,36.9,0.6,0.8,75.5,1.1,2.7,3.9,1,0.5,0.4,0.6,52.2,54
Kwame Brown,607,22.1,6.6,2.5,5.1,49.2,0,0,11.1,1.6,2.9,57,1.8,3.7,5.5,0.9,0.5,0.6,1.3,49.2,52.3
P.J. Tucker,883,28.2,6.6,2.4,5.7,42.5,1,2.7,36.6,0.8,1.1,75,1.5,3.9,5.4,1.4,1.1,0.3,0.9,51.2,53.9
Carlos Arroyo,569,18.7,6.6,2.5,5.7,43.8,0.2,0.7,33.8,1.4,1.7,80.6,0.4,1.3,1.7,3.1,0.5,0,1.2,45.9,51.1
Alton Lister,953,19.9,6.6,2.6,5.1,51.2,0,0,11.1,1.3,2.2,59.7,1.9,4.4,6.3,1,0.4,1.5,1.5,51.2,53.9
Alonzo Gee,417,21.8,6.6,2.4,5.5,43.4,0.4,1.4,32.5,1.4,1.8,75.4,0.9,2.3,3.3,1.1,0.9,0.2,1.1,47.4,52.2
George Lynch,774,22.8,6.6,2.7,6,44.6,0.2,0.6,30.6,1,1.6,65.2,1.9,3.1,5,1.4,1.1,0.3,1.1,46.2,49
Damon Jones,657,20.5,6.6,2.3,5.7,40.7,1.4,3.7,39,0.5,0.7,72.7,0.2,1.5,1.6,2.7,0.4,0,0.8,53.3,54.9
Jerome Williams,587,21.7,6.6,2.4,4.8,50.2,0,0,3.8,1.7,2.7,64.5,2.5,3.9,6.4,0.8,1.1,0.2,1,50.2,54.7
Emmette Bryant,566,20.2,6.6,2.7,6.5,41,-,-,-,1.3,1.8,69,-,-,2.8,3,-,-,-,41,45.1
Shelvin Mack,456,18.4,6.6,2.6,6,42.3,0.7,2,33,0.8,1.1,73.1,0.3,1.7,2,3.1,0.7,0.1,1.2,47.8,50.4
Matt Carroll,459,16.5,6.6,2.2,5.4,41.3,0.7,2,38.4,1.3,1.6,84.1,0.3,1.6,1.9,0.7,0.5,0.1,0.6,48.2,53.5
Vitaly Potapenko,610,19,6.5,2.7,5.6,47.9,0,0,16.7,1.2,1.7,69.4,1.7,2.7,4.5,0.7,0.4,0.3,1.3,47.9,51.5
Darrell Arthur,503,17.8,6.5,2.7,6.2,44.4,0.3,0.9,35.2,0.7,0.9,76.5,1.1,2.4,3.5,0.8,0.6,0.6,0.8,47,49.5
Jerome Whitehead,679,17.4,6.5,2.7,5.4,49.7,0,0,0,1.2,1.6,71.8,1.7,3.1,4.8,0.6,0.4,0.3,1,49.7,53.5
Chris Duhon,606,25.6,6.5,2.2,5.7,39.3,1.1,3,36.3,1,1.2,78.4,0.3,1.9,2.3,4.4,0.8,0.1,1.5,48.8,52.3
Howard Eisley,786,20.4,6.5,2.4,5.9,40.7,0.7,1.9,35,1.1,1.3,82.7,0.3,1.4,1.7,3.5,0.7,0.1,1.5,46.3,50.5
Steve Blake,870,23.9,6.5,2.4,5.9,40.1,1.2,3.1,38.3,0.6,0.7,77.9,0.3,1.8,2.1,4,0.7,0.1,1.4,50.1,52.1
Chris Whitney,579,17.4,6.5,2.1,5.4,39.5,1,2.6,36.1,1.3,1.4,87.5,0.2,1.2,1.4,2.8,0.6,0.1,1.1,48.3,53.7
Stacey King,438,16.9,6.4,2.4,5.1,47.8,0,0,23.5,1.5,2.2,70.7,1.4,2,3.3,0.9,0.4,0.5,1.2,47.9,53
Cornell Warner,445,23.6,6.4,2.7,5.9,45.2,-,-,-,1.1,1.6,67.2,2.4,5.7,7.5,1.1,0.5,0.6,-,45.2,48.6
Anthony Bowie,461,18.1,6.4,2.7,5.7,47.5,0.1,0.5,31.8,0.8,1,82.4,0.6,1.6,2.2,1.8,0.6,0.2,1,48.7,52
Kurt Nimphius,564,20.3,6.4,2.6,5.3,48.7,0,0,10,1.2,1.9,66.8,1.6,2.8,4.4,1.2,0.3,1.2,1,48.7,52.3
Foots Walker,658,22.9,6.4,2.3,5.4,43.5,0,0.1,22.7,1.7,2.2,76.2,0.7,1.9,2.6,4.7,1.5,0.1,1.8,43.6,50.2
Terry Davis,480,21.6,6.4,2.5,5.3,47.2,0,0,15.8,1.4,2.3,60.5,2.3,3.7,6,0.6,0.4,0.3,1.1,47.3,50.7
Earl Watson,878,22.2,6.4,2.4,5.9,41.1,0.6,1.8,32.4,1,1.4,70.3,0.5,1.7,2.3,4.4,1,0.2,1.8,46,49.2
Don Ford,474,19.6,6.4,2.8,6,46.4,0,0,14.3,0.8,1.1,77.3,1.1,2.4,3.6,1.4,0.6,0.3,0.9,46.4,49.5
Jannero Pargo,499,14.9,6.4,2.5,6.3,39.1,0.8,2.3,35.6,0.6,0.7,86.4,0.2,1.2,1.4,2,0.5,0.1,1.1,45.5,48.1
Luc Mbah a Moute,689,23.3,6.4,2.4,5.4,45.4,0.3,0.9,33.4,1.2,1.8,65.9,1.4,2.7,4.1,0.9,0.9,0.4,0.9,48.2,51.6
Duane Ferrell,583,15,6.4,2.4,5.1,48,0.1,0.3,28.8,1.4,1.9,75,0.9,1,1.9,0.9,0.5,0.2,0.9,48.7,53.8
Roger Mason Jr.,518,17.7,6.3,2.3,5.7,40.8,1.1,3,38.3,0.6,0.7,86.6,0.2,1.6,1.7,1.3,0.4,0.1,0.7,50.9,53.3
Keith Bogans,671,21.6,6.3,2.2,5.6,39.4,1.1,3,35.3,0.9,1.2,71.6,0.6,2.1,2.7,1.3,0.6,0.1,0.9,48.9,51.7
Monty Williams,456,16.7,6.3,2.5,5.2,48.1,0,0.1,11.1,1.3,2,66.5,1.1,1.7,2.8,1.2,0.6,0.3,1.2,48.2,52.1
Dewayne Dedmon,515,17.3,6.3,2.5,4.7,52.6,0.4,1.1,33.6,1,1.3,73.1,1.5,4.2,5.8,0.7,0.5,0.8,1,56.5,59.3
Lester Conner,687,21.8,6.3,2.4,5.3,45.3,0,0.2,20.2,1.5,2,75.3,0.9,1.8,2.7,3.9,1.6,0.1,1.3,45.6,51.3
Steve Colter,526,18.2,6.3,2.5,5.5,44.8,0.1,0.5,28.9,1.2,1.6,77.8,0.6,1.4,2,2.8,0.9,0.1,1,46.1,50.9
Andris Biedrins,516,21.6,6.3,2.8,4.7,59.4,0,0,0,0.7,1.5,50,2.3,4.7,7,0.9,0.6,1.1,0.9,59.4,59.1
Elliot Perry,549,17.3,6.3,2.5,5.4,45.9,0.3,0.7,35.9,1.1,1.4,78.3,0.3,1,1.4,3.1,1,0,1.4,48.3,52.5
Shaun Livingston,833,20.6,6.3,2.6,5.3,48.6,0,0.1,17.8,1.1,1.4,79.4,0.6,1.8,2.4,3,0.7,0.4,1.2,48.8,53.1
Donald Royal,504,16.8,6.3,1.9,4,47.3,0,0,0,2.4,3.2,77,1.1,1.7,2.8,1,0.5,0.2,1.1,47.3,57.7
Charlie Ward,630,22.4,6.3,2.2,5.4,40.8,1,2.8,36.4,0.8,1,77.1,0.4,2.2,2.6,4,1.2,0.2,1.6,50.2,53.1
Stanley Johnson,449,19.8,6.2,2.3,5.9,39.1,0.8,2.5,30.5,0.9,1.2,74.8,0.6,2.6,3.1,1.5,0.9,0.2,1.1,45.6,48.9
Sean Rooks,749,18.1,6.2,2.3,5,45.9,0,0,9.1,1.7,2.4,69.9,1.3,2.6,3.8,0.8,0.3,0.7,1.1,45.9,51.8
Dave Wohl,410,19.9,6.2,2.5,5.8,43,-,-,-,1.3,1.7,75,0.2,0.9,1.4,3.4,0.9,0.1,1.6,43,47.9
Tony Massenburg,683,18,6.2,2.4,5.1,47,0,0,9.1,1.4,2,70.5,1.5,2.8,4.3,0.4,0.4,0.5,1,47,51.9
Damien Wilkins,582,18.9,6.2,2.3,5.4,42.6,0.4,1.1,32.7,1.2,1.6,78.3,0.8,1.6,2.3,1.4,0.7,0.2,0.9,45.8,50.7
Jim Loscutoff,511,18.5,6.2,2.6,7.6,34.5,-,-,-,1,1.5,65.3,-,-,5.6,0.7,-,-,-,34.5,37.6
Jonas Jerebko,635,17.8,6.2,2.3,5,45.7,0.6,1.7,36.3,0.9,1.2,77,1.2,2.8,4,0.8,0.5,0.2,0.7,52,55.4
Caldwell Jones,"1,068",24.8,6.2,2.4,5.1,47.3,0,0,6.5,1.4,1.8,75.3,1.9,5.3,7.2,1.3,0.4,1.4,1.6,47.4,52.6
Kevin Restani,550,18.4,6.2,2.8,5.7,48.6,0,0.1,20.5,0.6,0.8,71.7,1.4,2.6,4,1.4,0.4,0.2,1,48.7,50.7
Malik Rose,813,16.5,6.2,2.2,5,43.7,0,0.1,17.7,1.7,2.3,74.3,1.4,2.7,4.1,0.8,0.6,0.4,1.3,43.8,50.7
Dean Meminger,416,20.6,6.1,2.4,5.1,47.5,-,-,-,1.3,2.1,62.7,1.1,1.5,2.6,2.5,0.9,0.1,-,47.5,51.2
Jason Smith,616,16.3,6.1,2.6,5.5,46.8,0.1,0.4,33.3,0.9,1.1,78.3,1.1,2.3,3.4,0.7,0.3,0.7,0.8,48,51.5
Tony Snell,601,21.8,6.1,2.2,5.2,43.1,1.2,3.1,39.4,0.5,0.5,84.6,0.3,2,2.3,1.1,0.4,0.2,0.5,54.9,56.7
Anthony Tolliver,730,19.4,6.1,2,4.8,41.4,1.2,3.2,37.3,0.9,1.2,77.1,0.7,2.6,3.3,0.9,0.4,0.3,0.6,53.7,56.9
Garrett Temple,743,20.5,6.1,2.2,5.4,40.1,1,2.8,34.4,0.8,1.1,74.2,0.4,1.8,2.3,1.7,0.8,0.3,0.9,49,51.8
Toby Kimball,571,18.3,6.1,2.4,5.7,42.5,-,-,-,1.2,2.2,57.3,2.5,4.9,6.8,1,0.7,0.3,-,42.5,45.8
Coby Dietrick,480,19.3,6.1,2.5,5.4,46.8,0,0,18.8,1,1.4,74.1,1.1,2.8,3.9,2.1,0.9,0.6,1.2,46.8,50.6
Tony Battie,837,21.1,6.1,2.6,5.2,48.8,0,0.1,16.2,0.9,1.4,69,1.6,3.5,5.1,0.6,0.5,0.9,0.8,49,52
Pat Connaughton,554,19.6,6.1,2.2,5.1,43.6,1.2,3.3,35.8,0.5,0.6,77.3,0.7,2.8,3.5,1.4,0.5,0.3,0.6,55.2,56.8
Bruce Bowen,873,27.6,6.1,2.2,5.5,40.9,0.9,2.4,39.3,0.7,1.2,57.5,0.5,2.2,2.8,1.2,0.8,0.4,0.7,49.4,50.8
Jeff Turner,612,18.4,6,2.5,5.4,46.7,0.1,0.3,34.4,0.9,1.1,76.9,1,2.3,3.3,1,0.4,0.1,1.1,47.8,51.2
Andrew Lang,737,20.8,6,2.4,5.1,47,0,0,25,1.2,1.6,74.4,1.6,3.2,4.8,0.6,0.5,1.5,0.9,47.1,51.6
Darko Milicic,468,18.5,6,2.6,5.6,46,0,0,0,0.9,1.6,57.4,1.3,2.9,4.2,0.9,0.4,1.3,1.2,46,48.1
Bill Willoughby,488,17.7,6,2.5,5.3,47,0,0.1,25,1,1.3,75,1.4,2.5,3.9,0.8,0.4,0.6,1,47.2,50.8
Torrey Craig,432,19.9,6,2.3,5.1,45.3,0.9,2.6,35.3,0.5,0.7,70.3,1.3,2.7,4,1.1,0.5,0.6,0.7,54.4,55.9
Jan Van Breda Kolff,434,23.4,6,2.1,4.9,43.9,0,0.1,30,1.7,2,81.4,1.2,2.9,4.1,1.9,0.8,0.8,1.4,44.1,51.6
Steve Kerr,910,17.8,6,2.2,4.7,47.9,0.8,1.8,45.4,0.7,0.8,86.4,0.2,1,1.2,1.8,0.5,0.1,0.6,56.4,59.3
Aron Baynes,522,16,6,2.4,4.9,48.9,0.2,0.7,30.8,1,1.2,79.4,1.5,3,4.6,0.8,0.2,0.5,0.9,51.1,55
Alex Hannum,516,19.8,6,2.3,6.5,35.4,-,-,-,1.4,2.2,63,-,-,4.5,1.7,-,-,-,35.4,40.1
Mark Eaton,875,28.8,6,2.4,5.2,45.8,0,0,0,1.2,1.9,64.9,2.1,5.8,7.9,1,0.4,3.5,1.5,45.8,49.6
Kevin Seraphin,423,15.2,5.9,2.7,5.5,48.9,0,0,0,0.6,0.8,71.5,1.2,2.3,3.5,0.6,0.2,0.7,1.1,48.9,50.9
Nate McMillan,796,25.7,5.9,2.3,5.2,44.3,0.4,1.1,34.3,1,1.5,65,1.2,2.9,4,6.1,1.9,0.4,1.9,47.9,50.8
Chucky Brown,694,17.2,5.9,2.5,5,49.1,0,0.1,22.7,1,1.4,69.9,1,2.1,3.1,0.8,0.3,0.3,0.8,49.4,52.7
Ed Davis,722,19.1,5.9,2.5,4.3,56.7,0,0,0,1,1.8,58.3,2.2,4.2,6.4,0.7,0.5,0.8,0.7,56.7,58.1
Brent Price,418,16.8,5.9,2,4.6,42.6,0.9,2.2,38.7,1.2,1.4,82.4,0.4,1.2,1.6,3,0.7,0,1.5,52.1,57
Nick Collison,910,20.4,5.9,2.4,4.6,53.4,0,0.1,20.8,1,1.4,72.3,1.9,3.2,5.2,1,0.5,0.5,1,53.6,57
Brad Lohaus,656,15.8,5.9,2.4,5.3,44,0.6,1.7,36.1,0.6,0.8,73.3,0.7,2.1,2.8,1.1,0.5,0.8,0.8,49.6,51.6
Mike Muscala,548,15,5.9,2.1,4.6,45.1,0.9,2.5,37.3,0.7,0.9,83,0.8,2.3,3.1,0.8,0.3,0.5,0.6,55.3,58.3
Matt Bonner,792,16.9,5.8,2.2,4.8,46.4,1,2.4,41.4,0.4,0.5,78,0.8,2.2,3,0.7,0.4,0.3,0.4,57,58.5
Glen Gondrezick,435,17.3,5.8,2.3,4.8,47.3,0,0,14.3,1.3,1.9,72.4,1.7,2.8,4.5,1.4,1.1,0.3,1,47.4,52.5
Jim Brewer,703,22.7,5.8,2.5,5.7,44.8,0,0,7.7,0.8,1.3,57.1,2.4,4,6.3,1.5,0.8,0.7,0.9,44.8,46.7
Matt Guokas,735,22.6,5.8,2.4,5,48.9,-,-,-,1,1.3,72.7,0.4,1.2,2,3,0.5,0.2,-,48.9,52.4
Trenton Hassell,644,25.3,5.8,2.4,5.4,44.5,0.1,0.5,31.8,0.9,1.1,76.5,0.8,2,2.8,1.8,0.4,0.4,0.9,45.9,49.3
Nazr Mohammed,"1,005",15.8,5.8,2.4,4.9,48.6,0,0,0,1,1.6,64,1.8,2.9,4.7,0.4,0.4,0.6,0.9,48.6,51.6
Dante Cunningham,715,20.8,5.8,2.5,5.3,46.9,0.3,0.9,34.5,0.5,0.8,64.9,1.1,2.6,3.7,0.7,0.6,0.5,0.5,49.8,51.3
Mikki Moore,564,18.2,5.8,2.3,4.1,55.1,0,0,15.4,1.3,1.7,74.3,1.4,2.5,3.9,0.7,0.3,0.5,1,55.1,59.7
John Mahnken,414,10.5,5.8,2.3,8.6,27.2,-,-,-,1.1,1.7,65,-,-,2.9,1.3,-,-,-,27.2,30.9
Aaron Williams,715,16.8,5.8,2.2,4.5,49.3,0,0,6.3,1.4,1.8,74,1.4,2.5,3.9,0.7,0.4,0.8,0.9,49.3,54.6
Ben Wallace,"1,088",29.5,5.7,2.4,5,47.4,0,0,13.7,1,2.5,41.4,3.2,6.5,9.6,1.3,1.3,2,1,47.5,47.4
Thabo Sefolosha,869,21.9,5.7,2.2,4.9,44.9,0.6,1.7,34.9,0.7,1,73.2,0.7,3,3.7,1.4,1.1,0.4,0.9,50.9,53.6
Jon Barry,821,16.9,5.7,1.9,4.5,43.4,0.8,2,39.2,1.1,1.2,84.8,0.4,1.5,1.8,2.2,0.9,0.1,1,52.4,57.2
Mark West,"1,090",18.5,5.7,2.3,4,58,0,0,0,1.1,1.9,56.8,1.6,3.3,4.9,0.4,0.3,1.3,1.1,58,59.2
Etan Thomas,409,17.3,5.7,2.2,4.2,51.3,0,0,0,1.4,2.3,60.3,1.7,3.1,4.7,0.4,0.3,1,0.9,51.3,54.6
Kosta Koufos,686,16.4,5.7,2.6,4.8,53.4,0,0,0,0.6,1,58.2,1.7,3.3,5,0.5,0.4,0.7,0.7,53.4,54.5
Raul Neto,435,15.6,5.7,2.1,4.7,45.8,0.6,1.6,36.1,0.8,1,81.2,0.2,1.3,1.5,2.1,0.6,0.1,0.9,52.1,55.5
Mark Landsberger,437,16.7,5.6,2.3,4.9,48.1,0,0,0,1,1.8,52.2,2.4,3.8,6.1,0.5,0.3,0.2,1.1,48.1,49.7
Jason Maxiell,618,18.4,5.6,2.3,4.6,49.5,0,0,0,1.1,2,56.4,1.7,2.5,4.2,0.4,0.4,0.8,0.8,49.5,51.8
David Wingate,740,17.9,5.6,2.3,5.1,44.5,0.1,0.4,27.2,1,1.3,73.8,0.6,1.3,1.9,1.9,0.8,0.2,1.2,45.5,49.4
Michael Smith,449,23.5,5.6,2.1,3.9,53.8,0,0,14.3,1.4,2.6,52.9,2.5,4.6,7.1,1.5,0.8,0.6,1.2,53.8,55.2
Devean George,630,18.6,5.6,2.1,5.3,39.2,0.7,2,34.3,0.8,1,72.1,0.9,2.3,3.1,0.9,0.7,0.4,0.7,45.6,48.5
Anthony Johnson,793,19.6,5.6,2.2,5.2,41.4,0.4,1.2,35.6,0.9,1.2,74.5,0.4,1.3,1.7,2.9,0.7,0.1,1.1,45.4,48.9
Meyers Leonard,456,15.9,5.6,2.1,4.4,48.2,0.7,1.9,39,0.6,0.7,81.2,0.7,3.2,3.9,0.9,0.2,0.3,0.7,56.5,58.9
Richard Anderson,407,14.7,5.6,2.2,5.4,41.2,0.4,1.1,33.3,0.7,0.9,76.2,1.1,2.4,3.5,1.5,0.6,0.2,0.9,44.6,47.6
Jaren Jackson,431,16.7,5.5,2,5.1,39.1,0.8,2.3,35.3,0.7,0.9,76.4,0.5,1.3,1.8,1.2,0.6,0.1,0.8,46.9,49.7
Brian Cook,421,13.4,5.5,2.2,4.9,43.9,0.6,1.6,38.2,0.5,0.7,78.3,0.7,1.9,2.6,0.6,0.3,0.3,0.6,50.2,52.4
Steve Kuberski,568,13.9,5.5,2.2,5.3,41.7,-,-,-,1.1,1.4,76.7,1.1,1.8,3.8,0.6,0.1,0.1,0.7,41.7,46.4
Tony Smith,457,16,5.5,2.2,5.2,43.1,0.3,0.9,30.7,0.8,1.1,69,0.7,0.9,1.6,1.9,0.7,0.2,1,45.6,48.4
Solomon Hill,448,21.5,5.5,1.9,4.9,38.8,0.8,2.4,33.1,0.9,1.1,79.7,0.6,2.5,3.1,1.5,0.7,0.2,0.8,47.1,51.1
Kelvin Cato,541,19.6,5.5,2.1,4.1,50.7,0,0,7.7,1.3,2,64.4,1.6,3.7,5.3,0.5,0.5,1.3,0.8,50.7,54.8
Hub Reed,479,16.4,5.5,2.3,5.2,43.6,-,-,-,1,1.3,72.4,-,-,5.1,0.8,-,-,-,43.6,47.5
Fred Hoiberg,541,18.4,5.4,1.8,4.1,43.1,0.7,1.7,39.6,1.2,1.4,85.4,0.3,2.4,2.7,1.6,0.8,0.1,0.5,51.4,57.4
Kyle O'Quinn,472,14.2,5.4,2.3,4.4,51.7,0.1,0.3,21.8,0.8,1.1,74,1.3,3.3,4.6,1.4,0.4,1,1,52.4,55.4
Bo Outlaw,914,22.7,5.4,2.2,3.9,56.7,0,0,7.9,1,2,52.1,1.8,3,4.9,1.6,0.9,1.3,1.2,56.8,57.2
Mark Bryant,797,16.9,5.4,2.2,4.4,50,0,0,8.3,1,1.5,69.7,1.4,2.3,3.8,0.6,0.4,0.2,0.8,50,53.8
Tree Rollins,"1,156",20.8,5.4,2.2,4.3,52.2,0,0,0,0.9,1.3,70,1.9,4,5.8,0.6,0.4,2.2,0.9,52.2,55.5
George Wilson,410,14.1,5.4,2.1,5.5,37.2,-,-,-,1.3,1.9,67.7,-,-,5.2,0.7,-,-,-,37.2,42.5
Chris Andersen,695,17.7,5.4,1.9,3.6,53.2,0,0.1,22.1,1.5,2.3,65.4,1.7,3.3,5,0.5,0.4,1.4,0.7,53.5,58.1
Clemon Johnson,761,17.5,5.4,2.2,4.5,49.2,0,0,0,0.9,1.5,62.1,1.7,2.9,4.6,1,0.5,0.9,1,49.2,51.9
Kendrick Perkins,782,21.9,5.4,2.2,4.1,53,0,0,0,1,1.7,59.4,1.7,4.1,5.8,1,0.3,1.2,1.6,53,55.2
Josh McRoberts,433,19.1,5.4,2.1,4.6,46.3,0.5,1.3,34,0.7,1,70.5,1.1,2.8,3.9,2.1,0.5,0.4,0.9,51.3,53.9
Dahntay Jones,624,15.7,5.4,1.9,4.4,43.9,0.2,0.5,32.9,1.3,1.8,75.1,0.4,1.3,1.7,0.8,0.4,0.2,0.8,45.9,51.9
Earl Cureton,674,18.4,5.4,2.3,4.8,47.3,0,0,0,0.8,1.5,53.8,1.8,2.9,4.7,1,0.5,0.5,1.1,47.3,49
Corky Calhoun,542,20.1,5.3,2.2,4.8,46,0,0,0,0.9,1.2,78.2,1.1,2.4,3.6,1.1,0.6,0.3,0.7,46,50.1
Dale Schlueter,586,16.4,5.3,2,4,49.7,-,-,-,1.3,2,67.8,0.9,2.1,5.2,1.6,0.3,0.4,1.5,49.7,54.5
Samaki Walker,445,17.1,5.3,2.1,4.6,46.2,0,0,11.1,1.1,1.8,63,1.4,3.3,4.7,0.6,0.3,0.7,0.9,46.2,50
Carl Herrera,465,17.3,5.3,2.2,4.7,47.6,0,0,14.3,0.9,1.3,64.3,1.2,2.4,3.6,0.6,0.5,0.4,1,47.6,50.5
Charlie Davis,415,12.2,5.3,2.3,5.2,45.1,0,0.3,17,0.6,0.8,73.7,0.9,1.5,2.4,0.7,0.3,0.2,0.8,45.5,48
Sasha Vujacic,581,15.3,5.3,1.9,4.7,39,0.9,2.5,36.7,0.7,0.8,85.8,0.4,1.5,1.9,1.3,0.6,0.1,0.6,48.7,52.1
Matt Bullard,615,14.4,5.3,2,4.7,41.8,1,2.5,38.4,0.4,0.5,76.8,0.5,1.5,2,0.9,0.3,0.2,0.5,52.1,53.7
Arthur Williams,541,17.2,5.3,2.2,5.3,40.9,-,-,-,1,1.3,72.9,0.3,1.4,3.1,4.4,0.7,0,-,40.9,45.1
Jeff Cook,518,18.7,5.3,2.1,4.5,46.2,0,0,5.6,1.1,1.5,71.6,1.7,2.9,4.5,1.4,0.6,0.4,1.1,46.2,50.7
Tom Hammonds,687,15.2,5.3,2.1,4.3,48,0,0,0,1.2,1.7,69.1,1.1,2.2,3.3,0.6,0.2,0.2,0.8,48,52.5
Omer Asik,471,19.6,5.3,2,3.8,52.8,0,0,0,1.2,2.3,55.1,2.2,4.9,7.1,0.6,0.4,0.7,1.2,52.8,54.8
James Jones,709,15.7,5.2,1.7,4.2,40.1,1.1,2.7,40.1,0.7,0.9,84,0.3,1.5,1.8,0.5,0.3,0.3,0.3,53,56.6
Felton Spencer,640,19.2,5.2,1.9,3.9,48.4,0,0,0,1.5,2.3,65.8,2.1,3.3,5.4,0.3,0.4,0.8,1,48.4,53.9
Matthew Dellavedova,479,19.4,5.2,1.9,4.8,38.5,0.9,2.4,36.3,0.7,0.8,83.5,0.4,1.3,1.7,3.5,0.4,0,1.2,47.3,50.4
